imie_nazwisko,rocznik,pozycja,klub,poziom_rozgrywek,data_obserwacji,ocena_koncowa,potencjal,rekomendacja,status
Luka Hyrylainen,2004,DM,HJK Helsinki,Veikkausliiga,2026-06-09,7,wysoki,obserwować,aktywny
